customer_id,tenure_months,plan_type,acquisition_channel,weekly_deliveries_last_8w,skipped_weeks_last_8w,avg_box_price,discount_pct_last_order,support_tickets_last_90d,avg_ticket_resolution_hrs,late_deliveries_last_90d,app_sessions_last_30d,recipe_swaps_last_30d,days_since_last_login,referred_friends_total,loyalty_tier,churned
110,1,4-person-2meal,affiliate,2,0,13.28,25.6,2,2.7,0,5,0,1,0,none,1
111,11,4-person-2meal,paid_social,8,0,11.2,0,0,18.6,0,4,2,0,0,silver,0
112,13,4-person-2meal,referral,6,2,9.32,9.5,2,13.3,0,0,1,0,0,silver,0
113,11,4-person-2meal,paid_social,2,1,11.22,0,0,8.9,0,3,2,10,0,none,1
114,14,4-person-4meal,paid_social,3,2,8.71,2.6,0,16.0,0,6,1,9,0,none,1
115,26,4-person-4meal,paid_social,1,0,13.36,10.7,0,7.6,0,10,1,17,0,none,0
116,1,4-person-2meal,paid_social,7,1,15.37,27.9,1,0.5,1,5,0,0,0,none,1
117,15,2-person-3meal,paid_social,8,0,9.17,27.3,0,14.2,0,1,0,0,0,none,0
118,12,2-person-3meal,paid_social,7,1,13.77,1.4,0,5.9,0,2,4,0,0,none,0
119,1,2-person-4meal,organic_search,3,0,12.53,31.5,0,5.7,0,3,2,10,0,silver,0
120,12,2-person-4meal,affiliate,7,0,14.0,5.4,1,19.6,1,12,3,0,1,none,0
121,5,2-person-3meal,paid_social,2,1,8.3,0,0,20.1,0,6,1,24,0,none,1
122,9,2-person-4meal,referral,5,2,11.04,19.0,0,7.1,0,13,0,9,0,none,0
123,9,2-person-4meal,organic_search,6,2,11.76,0,0,12.1,1,6,3,6,1,gold,0
124,20,4-person-4meal,referral,5,0,13.1,17.7,1,33.2,3,5,0,3,1,none,1
125,16,2-person-3meal,organic_search,7,1,11.64,0,2,7.1,0,0,1,16,0,none,0
126,8,2-person-3meal,organic_search,4,0,12.67,5.7,2,8.0,0,12,1,13,0,gold,0
127,10,4-person-2meal,organic_search,8,0,9.12,18.6,0,22.1,1,4,1,10,0,none,0
128,14,2-person-3meal,affiliate,6,0,14.0,0,0,10.8,1,2,0,15,0,silver,1
129,11,4-person-4meal,email,6,0,13.95,0,0,8.5,0,0,2,9,0,none,1
130,3,2-person-4meal,affiliate,3,3,13.43,5.2,0,11.6,0,21,0,6,1,silver,0
131,18,2-person-4meal,organic_search,7,1,12.07,4.6,0,13.4,0,6,1,3,1,none,0
132,13,4-person-4meal,paid_social,7,1,8.63,0,0,12.8,0,10,0,0,0,none,0
133,12,4-person-2meal,referral,7,1,12.33,0,1,20.7,0,6,3,1,0,none,0
134,26,4-person-4meal,affiliate,4,2,13.08,0,1,13.1,0,16,1,12,2,none,0
135,1,2-person-4meal,paid_social,5,1,14.95,0,3,24.7,3,9,3,18,0,gold,1
136,22,2-person-3meal,affiliate,6,0,8.67,8.1,0,28.6,0,0,5,16,0,none,0
137,6,4-person-2meal,organic_search,2,2,9.02,12.1,0,14.2,2,9,2,0,0,silver,0
138,8,2-person-3meal,paid_social,5,3,8.88,6.4,0,9.1,0,11,0,1,0,none,0
139,13,2-person-4meal,paid_social,5,0,14.42,0,0,27.1,1,4,1,18,0,none,0
140,12,2-person-4meal,organic_search,3,1,9.51,13.0,1,0.5,1,12,0,13,0,none,1
141,11,2-person-3meal,organic_search,7,1,9.14,3.6,1,25.2,1,0,1,2,1,none,0
142,14,2-person-4meal,affiliate,4,0,10.87,5.2,1,17.7,0,8,0,0,0,none,1
143,2,2-person-4meal,organic_search,2,0,11.57,3.7,2,22.9,0,8,1,14,0,none,0
144,10,4-person-4meal,referral,5,1,11.62,0,0,26.3,1,10,1,0,0,none,0
145,12,2-person-3meal,affiliate,3,0,12.01,0,1,9.7,0,6,0,4,1,none,0
146,7,2-person-4meal,affiliate,3,0,10.81,0,1,18.7,0,9,2,8,0,none,1
147,8,2-person-3meal,paid_social,7,1,9.44,15.5,1,5.3,0,7,1,3,0,silver,0
148,12,4-person-4meal,referral,8,0,11.74,0,0,0.5,1,2,0,6,1,none,0
149,2,2-person-3meal,affiliate,2,0,14.65,13.3,0,10.4,1,3,0,14,0,silver,0
150,7,4-person-4meal,paid_social,6,1,5.53,16.4,0,28.5,2,0,0,21,0,none,1
151,4,2-person-3meal,referral,2,0,14.41,9.5,2,13.9,0,3,1,7,1,none,0
152,1,4-person-4meal,organic_search,3,1,14.57,17.6,1,19.8,0,10,2,0,0,none,0
153,6,4-person-2meal,organic_search,4,0,10.67,0,1,16.7,0,12,2,0,0,gold,0
154,13,2-person-3meal,paid_social,2,0,10.46,31.2,3,17.3,1,3,0,2,0,silver,0
155,10,2-person-4meal,referral,7,0,10.14,37.2,0,18.9,0,10,0,0,1,silver,1
156,6,2-person-3meal,paid_social,6,2,13.41,4.8,0,29.4,0,0,0,12,0,none,1
157,26,2-person-4meal,organic_search,2,0,13.3,15.7,0,28.2,1,4,0,9,0,none,0
158,12,2-person-4meal,paid_social,4,0,14.05,29.2,0,11.5,0,3,3,15,0,silver,1
159,11,2-person-3meal,paid_social,3,3,11.06,0,0,32.6,1,7,1,8,0,silver,1
160,17,2-person-3meal,paid_social,3,1,14.22,26.7,1,4.1,2,1,0,9,0,none,1
161,4,2-person-3meal,paid_social,7,1,6.18,11.6,0,6.1,0,8,0,5,0,none,0
162,7,4-person-4meal,referral,8,0,12.03,0,0,8.9,1,15,3,7,0,none,0
163,10,4-person-2meal,paid_social,3,0,11.23,4.5,0,29.8,0,15,3,13,0,silver,0
164,23,2-person-3meal,organic_search,4,0,10.9,6.0,0,9.5,0,15,2,2,0,none,0
165,13,2-person-3meal,paid_social,5,2,13.42,0,1,20.7,0,4,2,9,0,silver,1
166,1,4-person-2meal,paid_social,4,0,11.0,9.9,0,31.7,1,16,2,0,0,none,0
167,11,2-person-4meal,paid_social,6,2,9.77,0,0,7.3,0,6,0,21,0,none,0
168,20,4-person-2meal,paid_social,6,1,13.39,3.1,0,2.4,0,9,0,19,0,none,0
169,2,4-person-4meal,referral,3,0,11.28,7.0,1,20.5,2,0,0,10,0,gold,1
170,3,4-person-4meal,paid_social,3,0,11.44,10.3,0,12.6,0,2,1,0,0,none,1
171,10,2-person-3meal,affiliate,7,1,10.66,17.9,0,42.4,0,7,2,0,1,none,0
172,4,2-person-4meal,organic_search,7,1,13.21,0.1,0,24.8,1,7,1,15,2,none,1
173,6,4-person-2meal,paid_social,0,2,14.0,11.1,1,4.6,0,13,2,0,0,none,0
174,27,4-person-4meal,affiliate,8,0,13.91,31.4,0,0.5,0,2,0,3,0,none,0
175,26,4-person-4meal,affiliate,3,1,8.93,11.6,1,19.0,0,4,0,0,0,none,0
176,15,2-person-3meal,affiliate,3,0,11.34,9.3,1,28.9,0,13,1,3,0,none,0
177,14,4-person-4meal,paid_social,4,0,12.01,0,0,16.0,0,8,0,0,2,none,0
178,15,2-person-3meal,paid_social,8,0,10.9,0,0,2.8,0,6,0,24,0,gold,0
179,6,2-person-3meal,paid_social,3,0,9.83,13.4,1,6.5,0,2,0,6,0,none,0
180,12,4-person-2meal,affiliate,0,2,11.23,22.3,0,20.3,0,8,2,8,0,none,1
181,8,4-person-2meal,affiliate,4,0,13.23,8.5,1,4.8,1,13,0,15,0,none,0
182,16,2-person-3meal,organic_search,8,0,10.28,0,2,25.5,1,18,3,3,0,gold,0
183,19,4-person-2meal,paid_social,5,1,7.91,18.9,1,0.5,0,0,0,18,0,none,1
184,6,2-person-3meal,email,4,1,10.94,20.1,0,22.5,0,9,0,4,0,silver,0
185,24,4-person-2meal,organic_search,6,2,12.19,6.9,2,4.7,2,2,3,13,0,gold,0
186,15,4-person-2meal,paid_social,2,2,12.02,14.4,1,0.5,0,0,1,0,0,none,1
187,18,2-person-3meal,paid_social,1,2,10.55,10.4,0,23.0,0,7,2,0,0,gold,0
188,5,4-person-4meal,paid_social,7,0,10.8,12.8,2,3.8,0,2,0,9,0,silver,0
189,7,4-person-4meal,organic_search,3,4,7.57,3.3,0,18.2,1,7,0,0,0,silver,0
190,4,4-person-2meal,referral,5,2,8.73,6.2,0,13.4,3,5,2,0,0,silver,0
191,7,4-person-2meal,affiliate,7,1,14.64,14.6,0,24.0,1,13,0,9,0,silver,0
192,1,4-person-2meal,paid_social,3,2,14.56,11.5,0,11.2,0,2,0,2,1,none,0
193,17,2-person-4meal,paid_social,1,0,12.1,6.0,0,34.7,0,11,0,6,0,silver,0
194,17,4-person-2meal,referral,6,1,9.75,0,0,6.2,0,8,0,0,0,none,0
195,1,4-person-4meal,paid_social,8,0,10.54,15.9,1,22.6,0,11,1,9,1,none,0
196,20,2-person-4meal,organic_search,4,0,13.42,5.9,1,15.6,0,6,0,19,0,silver,1
197,7,2-person-4meal,paid_social,3,0,11.46,10.8,0,24.5,0,0,0,0,0,none,1
198,9,2-person-4meal,email,7,0,11.94,24.0,2,25.9,0,4,0,14,1,none,0
199,31,2-person-3meal,organic_search,7,1,11.88,0,1,3.2,0,10,3,1,0,silver,0
200,5,2-person-4meal,referral,7,0,10.3,2.5,1,2.5,0,0,3,0,0,none,0
201,19,4-person-4meal,paid_social,3,3,11.55,23.8,0,11.2,0,11,2,5,0,none,0
202,30,4-person-4meal,paid_social,7,0,12.63,0.4,0,4.6,2,12,1,5,1,none,0
203,15,2-person-3meal,referral,5,1,12.32,0,1,21.8,0,0,1,9,0,none,0
204,1,2-person-3meal,referral,2,0,10.95,2.3,0,20.5,2,7,3,0,1,none,1
205,15,4-person-2meal,paid_social,5,2,9.7,7.4,0,18.1,3,10,0,1,0,none,0
206,2,4-person-4meal,paid_social,7,0,11.27,7.0,2,9.2,0,7,2,17,0,none,1
207,3,2-person-4meal,paid_social,4,0,12.4,18.0,1,2.7,3,5,0,4,0,none,0
208,1,4-person-2meal,affiliate,2,0,9.74,10.5,1,0.5,1,2,1,0,0,none,1
209,9,4-person-2meal,affiliate,5,2,11.13,0,0,19.7,0,11,3,5,0,silver,1
210,24,4-person-4meal,affiliate,6,2,11.53,4.9,0,2.9,2,13,0,8,0,none,0
211,2,4-person-4meal,email,4,2,7.19,5.8,0,15.9,0,2,0,0,1,none,0
212,3,4-person-4meal,email,7,1,12.88,15.7,0,0.5,0,13,2,0,1,none,0
213,8,2-person-4meal,email,7,0,7.42,0,0,11.8,1,2,2,0,0,none,0
214,1,4-person-4meal,affiliate,5,1,13.32,19.8,1,29.8,1,9,1,21,0,silver,1
215,11,2-person-4meal,organic_search,4,0,10.95,11.8,0,10.5,2,10,0,27,0,none,1
216,9,4-person-4meal,affiliate,8,0,9.49,0,0,10.1,1,0,0,10,0,none,0
217,4,4-person-2meal,paid_social,7,0,10.73,0.4,2,17.3,1,5,1,16,0,silver,0
218,10,4-person-2meal,organic_search,8,0,11.77,2.3,0,11.3,0,14,0,0,0,silver,0
219,1,2-person-3meal,paid_social,4,0,12.72,0,0,14.1,0,9,0,7,0,none,0
220,8,4-person-2meal,organic_search,2,1,10.66,21.9,0,17.7,2,13,1,0,0,silver,0
221,4,2-person-4meal,organic_search,1,0,6.27,10.3,0,29.4,0,9,2,4,0,none,0
222,1,2-person-4meal,email,3,2,10.06,12.9,0,17.2,2,6,3,11,1,none,1
223,7,2-person-3meal,paid_social,8,0,10.63,9.1,0,17.9,1,5,0,9,0,silver,0
224,23,4-person-2meal,email,8,0,11.87,10.3,0,9.6,0,5,1,18,0,gold,0
225,12,4-person-2meal,paid_social,6,2,14.76,19.7,0,43.3,0,0,1,5,0,none,0
226,2,2-person-4meal,organic_search,5,2,12.69,10.8,0,14.8,0,0,2,14,1,none,0
227,12,4-person-4meal,paid_social,2,0,13.83,2.4,2,0.5,1,3,1,3,0,none,1
228,1,2-person-3meal,organic_search,8,0,9.02,0,0,5.9,0,7,0,22,0,none,0
229,17,4-person-2meal,paid_social,3,0,11.49,7.0,0,15.8,3,13,0,6,0,none,0
230,6,2-person-4meal,organic_search,3,1,11.95,19.3,1,17.7,1,6,2,1,0,none,0
231,5,4-person-2meal,affiliate,8,0,14.0,14.7,2,4.4,1,9,0,0,1,none,0
232,21,4-person-4meal,affiliate,8,0,10.16,10.7,0,13.3,0,8,0,0,0,none,0
233,6,2-person-4meal,organic_search,3,0,12.29,17.3,2,21.9,1,8,0,15,1,none,0
234,20,4-person-2meal,email,6,2,9.24,10.0,1,24.1,1,11,1,0,0,silver,0
235,7,4-person-4meal,referral,5,2,12.35,15.5,0,9.0,0,10,2,4,0,silver,0
236,9,2-person-4meal,email,5,1,14.29,2.3,0,18.4,1,0,0,14,0,none,0
237,21,2-person-3meal,referral,3,1,14.91,11.5,0,3.8,0,5,1,5,0,none,0
238,9,4-person-2meal,referral,7,1,10.16,4.0,0,11.1,0,0,0,9,0,none,0
239,1,4-person-2meal,affiliate,6,0,12.15,11.3,0,16.2,2,8,0,0,0,silver,0
240,3,4-person-4meal,email,6,1,14.29,26.1,0,15.4,0,8,2,7,1,none,0
241,1,2-person-4meal,organic_search,2,0,12.0,0,0,13.4,0,1,0,6,0,none,1
242,10,4-person-2meal,affiliate,4,2,9.43,1.8,0,10.2,1,8,2,0,0,none,1
243,15,2-person-3meal,paid_social,8,0,12.02,15.5,1,31.0,0,15,0,10,0,silver,0
244,8,4-person-2meal,email,3,1,11.1,6.8,1,16.5,0,0,0,0,0,none,1
245,12,2-person-3meal,referral,4,1,9.67,2.1,0,11.3,1,3,0,5,0,none,1
246,4,4-person-2meal,paid_social,5,2,10.64,4.1,3,28.0,0,0,0,0,0,none,1
247,1,4-person-2meal,referral,5,3,11.06,6.7,1,11.0,0,7,0,0,0,none,0
248,6,4-person-4meal,paid_social,8,0,10.83,11.2,0,29.2,0,9,0,26,0,none,0
249,10,4-person-4meal,paid_social,3,1,12.46,1.6,0,20.4,1,6,2,2,0,gold,1
250,20,4-person-4meal,paid_social,7,0,9.8,6.2,0,14.6,0,4,1,8,0,silver,1
251,9,4-person-2meal,organic_search,3,2,10.86,13.0,0,31.3,0,8,3,3,0,silver,0
252,18,4-person-4meal,affiliate,4,2,10.74,3.9,1,29.8,0,12,0,0,0,none,0
253,8,4-person-4meal,paid_social,7,0,12.85,0,2,24.1,0,6,1,4,0,gold,0
254,7,2-person-3meal,paid_social,7,0,14.74,13.7,0,9.0,1,10,4,15,0,silver,0
255,16,2-person-4meal,paid_social,7,0,8.1,2.8,2,26.3,0,5,2,18,0,none,0
256,4,4-person-4meal,organic_search,4,0,10.07,18.2,1,3.8,0,8,1,6,0,none,0
257,25,4-person-4meal,paid_social,5,1,7.94,0,0,7.8,0,9,0,6,1,silver,0
258,5,2-person-4meal,organic_search,6,0,10.95,0.5,0,4.1,0,9,1,7,0,none,0
259,3,2-person-4meal,paid_social,5,0,11.22,14.3,1,10.5,0,6,2,0,0,none,1
260,1,2-person-3meal,paid_social,8,0,14.75,14.0,2,18.9,1,14,2,0,1,none,0
261,1,2-person-3meal,paid_social,6,1,10.62,4.6,0,0.5,2,8,0,4,0,none,1
262,15,4-person-2meal,affiliate,6,0,13.65,17.2,0,19.4,0,8,1,4,1,none,0
263,7,2-person-4meal,referral,6,0,9.83,24.6,0,22.7,0,9,2,13,0,none,0
264,6,4-person-4meal,organic_search,7,1,11.26,0.5,2,17.8,0,3,0,6,0,none,0
265,1,2-person-4meal,paid_social,2,2,12.89,7.2,2,28.3,0,3,1,21,0,silver,1
266,21,4-person-4meal,paid_social,3,0,12.42,14.7,0,18.7,1,10,4,11,0,none,0
267,19,4-person-4meal,organic_search,6,0,11.0,7.6,2,11.0,0,9,0,0,0,none,0
268,7,4-person-4meal,affiliate,5,1,9.68,0,0,0.5,1,7,0,5,0,none,0
269,1,4-person-4meal,organic_search,3,1,8.89,0.9,0,9.8,0,7,0,0,0,none,0
270,1,4-person-2meal,affiliate,2,2,12.31,0.2,0,26.5,0,10,1,0,0,none,1
271,9,2-person-4meal,email,5,1,13.1,11.5,3,32.4,0,4,0,0,0,gold,0
272,11,2-person-4meal,paid_social,6,0,11.43,16.4,0,8.4,0,7,0,14,0,silver,0
273,18,2-person-3meal,organic_search,7,0,11.13,24.1,1,3.4,2,0,2,9,0,silver,0
274,9,4-person-4meal,paid_social,3,1,9.87,4.5,0,8.5,0,0,3,3,0,none,0
275,13,4-person-4meal,organic_search,7,1,12.12,18.2,1,14.8,0,10,2,0,0,none,0
276,2,2-person-3meal,paid_social,2,2,10.63,5.8,0,18.9,0,10,0,0,0,silver,0
277,4,2-person-4meal,paid_social,3,0,13.9,10.9,0,37.0,1,15,0,6,0,silver,1
278,14,2-person-4meal,organic_search,6,2,11.51,0,0,0.5,0,0,0,18,0,none,1
279,8,4-person-4meal,organic_search,3,2,11.6,5.4,3,3.3,0,15,1,2,0,none,1
280,9,2-person-3meal,paid_social,3,1,11.87,7.1,0,26.3,0,10,1,12,0,none,0
281,1,4-person-2meal,affiliate,5,3,9.17,20.5,1,12.9,1,11,0,12,0,gold,0
282,3,2-person-4meal,organic_search,3,2,9.78,1.3,2,24.7,0,2,1,10,0,gold,0
